totalyearlycompensation,yearsofexperience,yearsatcompany,is_female,is_faang,Data Scientist,Hardware Engineer,Product Designer,Product Manager,Software Engineer,Software Engineering Manager,Solution Architect,Technical Program Manager,education_enc,CA,MA,NY,WA
159000,4.0,2.0,1,0,0,0,0,0,0,0,0,1,2.0,0,0,0,1
280000,6.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
402000,15.0,5.0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0
70000,1.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
166000,3.0,3.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,1,0
180000,3.0,1.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
154000,14.0,1.0,0,0,0,0,0,0,0,1,0,0,2.0,1,0,0,0
72000,3.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
400000,3.0,3.0,0,1,0,0,0,0,1,0,0,0,4.0,0,0,0,1
130000,1.0,1.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
74000,3.0,3.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
550000,16.0,2.0,0,0,0,0,0,0,0,0,0,1,3.0,1,0,0,0
92000,1.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0
222000,14.0,4.0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0
850000,15.0,1.0,1,1,0,0,0,1,0,0,0,0,3.0,0,0,0,1
323000,2.0,0.0,0,0,1,0,0,0,0,0,0,0,4.0,1,0,0,0
220000,7.0,4.0,0,1,0,0,0,1,0,0,0,0,3.0,0,0,0,1
460000,18.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
109000,13.0,10.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
716000,9.0,5.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
306000,15.0,1.0,1,0,0,0,0,1,0,0,0,0,3.0,0,1,0,0
120000,7.0,3.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
200000,21.0,11.0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0
120000,5.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
239000,10.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
288000,4.0,0.0,0,1,0,0,0,0,0,0,1,0,4.0,1,0,0,0
291000,12.0,4.0,1,0,0,0,0,0,0,0,0,0,2.0,1,0,0,0
267000,6.0,1.0,1,0,0,0,0,0,0,1,0,0,2.0,0,0,1,0
100000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
200000,16.0,4.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
241000,3.0,3.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
205000,16.0,3.0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0
320000,8.0,8.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
727000,21.0,12.0,0,0,0,0,0,0,0,1,0,0,3.0,1,0,0,0
141000,1.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
145000,2.0,2.0,0,0,0,1,0,0,0,0,0,0,3.0,1,0,0,0
260000,16.0,2.0,1,0,0,0,0,0,0,1,0,0,3.0,0,0,0,0
222000,12.0,2.0,0,1,0,0,0,0,0,0,0,0,2.0,0,0,0,1
191000,5.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
203000,2.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
105000,1.0,0.0,0,0,1,0,0,0,0,0,0,0,3.0,0,0,1,0
206000,2.0,2.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
197000,16.0,6.0,0,0,0,0,1,0,0,0,0,0,3.0,0,1,0,0
153000,1.0,0.0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,1
165000,0.0,0.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
150000,1.0,0.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
165000,1.0,1.0,0,1,0,0,0,1,0,0,0,0,2.0,1,0,0,0
293000,4.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
225000,6.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
135000,2.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
175000,2.0,1.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
650000,20.0,3.0,1,0,0,0,0,0,0,0,0,0,2.0,1,0,0,0
204000,3.0,3.0,1,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
140000,8.0,8.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
267000,3.0,3.0,0,1,0,0,0,0,1,0,0,0,4.0,0,0,1,0
207000,7.0,4.0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,1
165000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
221000,3.0,1.0,1,0,0,0,0,1,0,0,0,0,3.0,0,0,1,0
308000,3.0,3.0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0
173000,2.0,0.0,1,0,1,0,0,0,0,0,0,0,3.0,0,0,0,1
133000,1.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
154000,2.0,2.0,1,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
195000,7.0,3.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
195000,6.0,4.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
160000,5.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
282000,24.0,2.0,0,0,0,0,0,0,0,0,0,1,3.0,0,0,0,0
74000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0
152000,10.0,10.0,1,0,0,0,0,0,0,0,0,0,2.0,1,0,0,0
218000,20.0,6.0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0
438000,13.0,4.0,0,1,0,1,0,0,0,0,0,0,2.0,1,0,0,0
123000,1.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
215000,3.0,3.0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1
147000,5.0,5.0,0,0,0,1,0,0,0,0,0,0,3.0,0,0,0,0
320000,9.0,4.0,0,1,0,1,0,0,0,0,0,0,3.0,0,0,0,0
95000,6.0,1.0,0,0,1,0,0,0,0,0,0,0,2.0,0,0,0,0
282000,6.0,0.0,0,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0
400000,8.0,4.0,1,1,0,0,0,0,1,0,0,0,4.0,0,1,0,0
101000,6.0,6.0,1,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
177000,4.0,4.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
295000,10.0,3.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
110000,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1.0,0,0,1,0
159000,29.0,22.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
243000,8.0,1.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
170000,6.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
214000,18.0,13.0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,1,0
209000,24.0,14.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
110000,5.0,4.0,1,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0
190000,5.0,3.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
120000,6.0,4.0,1,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0
284000,2.0,0.0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0
75000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
175000,8.0,5.0,1,0,0,0,0,0,1,0,0,0,3.0,0,0,1,0
440000,18.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
232000,8.0,7.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
157000,2.0,0.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
140000,2.0,2.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
143000,11.0,9.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
110000,2.0,2.0,1,0,0,0,0,1,0,0,0,0,2.0,0,0,0,1
339000,1.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
362000,9.0,1.0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0
161000,9.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
97000,1.0,1.0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0
86000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
230000,9.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
174000,5.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
250000,4.0,4.0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0
216000,1.0,1.0,1,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
155000,5.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,1
195000,0.0,0.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,1,0
128000,5.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
293000,3.0,1.0,1,0,0,0,0,1,0,0,0,0,3.0,1,0,0,0
180000,15.0,2.0,0,0,0,0,0,0,0,0,0,0,3.0,1,0,0,0
250000,20.0,0.0,0,1,0,0,0,0,0,0,0,1,3.0,0,0,0,0
344000,15.0,1.0,0,1,0,0,0,0,0,0,0,1,4.0,1,0,0,0
247000,39.0,20.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
400000,10.0,2.0,0,0,0,1,0,0,0,0,0,0,3.0,1,0,0,0
109000,2.0,1.0,0,0,0,0,0,0,1,0,0,0,3.0,0,1,0,0
200000,5.0,3.0,0,0,0,0,0,1,0,0,0,0,2.0,1,0,0,0
185000,3.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
180000,1.0,1.0,1,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
265000,3.0,0.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
91000,2.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0
202000,1.0,1.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
155000,0.0,0.0,1,1,0,0,1,0,0,0,0,0,2.0,1,0,0,0
147000,12.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
130000,7.0,3.0,1,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0
343000,16.0,6.0,0,0,0,0,0,0,0,1,0,0,3.0,0,0,0,0
365000,13.0,0.0,1,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
150000,10.0,8.0,0,0,0,1,0,0,0,0,0,0,3.0,0,1,0,0
450000,15.0,5.0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,1
300000,5.0,3.0,0,0,1,0,0,0,0,0,0,0,4.0,1,0,0,0
246000,10.0,3.0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0
142000,18.0,10.0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,1,0
230000,3.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
225000,9.0,2.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,1
856000,16.0,4.0,0,1,0,0,0,0,0,1,0,0,2.0,1,0,0,0
169000,5.0,4.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
175000,10.0,7.0,1,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
500000,15.0,4.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
224000,7.0,4.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
95000,10.0,10.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
294000,1.0,1.0,0,0,1,0,0,0,0,0,0,0,3.0,1,0,0,0
350000,20.0,11.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0
195000,5.0,2.0,0,0,0,0,1,0,0,0,0,0,3.0,0,1,0,0
158000,5.0,4.0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0
138000,15.0,6.0,1,0,0,0,0,0,0,0,0,0,3.0,0,0,0,1
165000,5.0,1.0,0,0,0,0,0,0,1,0,0,0,3.0,0,1,0,0
178000,6.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
280000,5.0,4.0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0
150000,10.0,7.0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0
159000,10.0,4.0,1,0,0,0,0,1,0,0,0,0,2.0,0,0,0,0
163000,5.0,5.0,0,0,1,0,0,0,0,0,0,0,2.0,0,0,0,1
130000,15.0,0.0,1,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
735000,14.0,4.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
110000,7.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
161000,4.0,2.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0
157000,4.0,3.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,1
295000,5.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
102000,30.0,25.0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0
237000,4.0,1.0,1,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
162000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
285000,12.0,1.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
313000,21.0,2.0,0,0,1,0,0,0,0,0,0,0,4.0,0,0,1,0
100000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,0,0
217000,5.0,1.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
162000,5.0,3.0,1,0,0,0,0,0,1,0,0,0,3.0,0,0,1,0
216000,6.0,6.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
220000,6.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
517000,7.0,0.0,0,0,1,0,0,0,0,0,0,0,3.0,0,0,0,1
130000,5.0,5.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
317000,13.0,2.0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,0,0
259000,30.0,3.0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0
100000,6.0,2.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
240000,4.0,3.0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0
120000,8.0,3.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
209000,10.0,4.0,1,1,0,0,0,0,0,0,0,1,2.0,0,0,1,0
286000,18.0,18.0,0,0,0,0,0,0,0,1,0,0,3.0,0,0,0,1
363000,6.0,6.0,1,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
165000,3.0,0.0,1,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
238000,3.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
188000,0.0,0.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
172000,12.0,9.0,0,0,1,0,0,0,0,0,0,0,3.0,0,0,0,0
310000,3.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
125000,10.0,4.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
420000,15.0,7.0,0,1,0,0,0,1,0,0,0,0,2.0,0,0,0,1
200000,12.0,2.0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,0,1
338000,10.0,1.0,0,0,0,0,0,1,0,0,0,0,3.0,1,0,0,0
340000,20.0,1.0,0,0,0,0,0,1,0,0,0,0,3.0,1,0,0,0
127000,9.0,0.0,1,1,0,0,0,0,0,0,0,0,3.0,0,0,0,1
186000,15.0,1.0,0,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0
154000,21.0,2.0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0
136000,2.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
155000,14.0,8.0,1,0,0,0,0,0,0,0,1,0,2.0,0,0,0,1
120000,5.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
153000,2.0,0.0,0,0,0,1,0,0,0,0,0,0,4.0,1,0,0,0
102000,7.0,4.0,1,0,0,0,1,0,0,0,0,0,2.0,0,0,0,0
244000,15.0,2.0,0,1,0,0,0,1,0,0,0,0,2.0,0,0,0,1
130000,10.0,8.0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0
223000,7.0,1.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
100000,5.0,5.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1,0
100000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
223000,25.0,2.0,1,0,0,0,0,0,0,0,1,0,2.0,0,0,0,0
90000,3.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
330000,6.0,4.0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0
133000,3.0,2.0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,1
140000,4.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
200000,2.0,2.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
220000,7.0,0.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
200000,4.0,2.0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,0
198000,2.0,2.0,0,0,0,1,0,0,0,0,0,0,3.0,1,0,0,0
153000,15.0,10.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
317000,2.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
130000,4.0,4.0,0,0,0,0,0,0,0,0,0,0,3.0,1,0,0,0
79000,1.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
180000,15.0,4.0,0,0,0,0,0,0,0,1,0,0,2.0,1,0,0,0
231000,10.0,1.0,0,1,0,0,0,0,0,0,1,0,3.0,0,0,0,0
85000,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0
131000,2.0,2.0,0,0,0,0,0,1,0,0,0,0,3.0,1,0,0,0
140000,5.0,5.0,0,0,0,0,0,0,0,0,0,0,3.0,1,0,0,0
315000,13.0,6.0,1,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0
347000,16.0,13.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
197000,4.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
93000,3.0,3.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
152000,2.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
367000,7.0,3.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
89000,5.0,2.0,0,0,0,0,0,1,0,0,0,0,2.0,1,0,0,0
230000,5.0,0.0,0,1,0,0,0,1,0,0,0,0,3.0,0,0,0,1
179000,0.0,0.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
183000,1.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
313000,22.0,9.0,0,1,0,0,0,0,0,0,0,1,3.0,0,0,0,1
337000,15.0,3.0,0,1,0,0,1,0,0,0,0,0,3.0,0,0,0,1
150000,0.0,0.0,1,1,0,0,0,0,1,0,0,0,2.0,0,1,0,0
250000,6.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
240000,14.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
214000,4.0,0.0,0,1,1,0,0,0,0,0,0,0,3.0,0,0,0,1
380000,20.0,4.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
178000,4.0,1.0,1,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0
159000,1.0,1.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
116000,3.0,3.0,0,0,0,0,0,0,0,0,0,0,2.0,1,0,0,0
146000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
276000,5.0,0.0,0,1,0,0,0,0,1,0,0,0,2.0,1,0,0,0
205000,5.0,3.0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,1
304000,9.0,7.0,0,0,0,1,0,0,0,0,0,0,3.0,1,0,0,0
264000,15.0,11.0,0,1,0,0,0,0,0,0,0,1,2.0,0,0,0,1
161000,2.0,1.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
278000,1.0,1.0,0,1,1,0,0,0,0,0,0,0,4.0,1,0,0,0
276000,2.0,2.0,1,1,0,0,0,0,1,0,0,0,4.0,1,0,0,0
239000,8.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
100000,4.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
201000,3.0,0.0,0,1,1,0,0,0,0,0,0,0,2.0,1,0,0,0
240000,10.0,5.0,1,1,0,0,0,0,0,0,0,1,2.0,0,0,1,0
360000,6.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
136000,6.0,3.0,0,0,1,0,0,0,0,0,0,0,3.0,0,0,0,0
113000,9.0,9.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
152000,2.0,0.0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0
199000,2.0,0.0,1,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
175000,2.0,0.0,1,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
130000,5.0,0.0,0,1,0,0,0,0,0,0,0,0,2.0,0,0,0,0
239000,11.0,9.0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,0,1
106000,3.0,2.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
343000,11.0,0.0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,1,0
150000,6.0,6.0,1,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
108000,1.0,1.0,1,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
227000,4.0,3.0,1,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
428000,8.0,5.0,0,1,0,0,0,0,0,1,0,0,4.0,1,0,0,0
105000,2.0,2.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
94000,7.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
456000,17.0,4.0,0,1,0,0,0,0,0,1,0,0,3.0,0,0,0,1
119000,6.0,0.0,1,0,0,0,0,0,1,0,0,0,3.0,0,0,0,0
197000,10.0,2.0,0,0,0,0,0,0,0,0,0,1,2.0,1,0,0,0
318000,12.0,12.0,0,0,0,0,0,0,0,1,0,0,2.0,0,0,0,0
176000,8.0,2.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,1
197000,5.0,2.0,0,1,0,0,0,1,0,0,0,0,3.0,0,0,0,1
87000,3.0,3.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
759000,17.0,2.0,0,1,0,0,0,0,1,0,0,0,2.0,0,0,0,0
177000,3.0,3.0,1,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0
182000,9.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
1005000,19.0,2.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
185000,1.0,1.0,0,0,0,0,0,0,1,0,0,0,4.0,1,0,0,0
540000,9.0,1.0,0,0,0,0,0,0,1,0,0,0,4.0,1,0,0,0
120000,2.0,2.0,0,0,0,0,1,0,0,0,0,0,2.0,1,0,0,0
148000,13.0,10.0,1,0,0,0,0,0,0,0,0,0,3.0,0,0,1,0
161000,2.0,2.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
205000,12.0,0.0,0,1,1,0,0,0,0,0,0,0,2.0,0,0,0,0
271000,6.0,0.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
332000,20.0,2.0,0,0,0,0,0,1,0,0,0,0,2.0,1,0,0,0
240000,21.0,4.0,0,1,0,0,0,0,0,0,0,1,3.0,0,0,0,1
140000,8.0,4.0,0,0,0,1,0,0,0,0,0,0,3.0,0,0,0,0
165000,3.0,3.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,1
240000,9.0,9.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,1,0
131000,3.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
85000,14.0,3.0,0,0,1,0,0,0,0,0,0,0,3.0,0,0,0,1
190000,10.0,4.0,1,1,0,0,0,0,0,0,0,1,3.0,0,0,0,1
176000,6.0,4.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,0,1
180000,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2.0,1,0,0,0
250000,2.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
145000,8.0,3.0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0
329000,30.0,0.0,0,1,0,0,0,0,1,0,0,0,3.0,1,0,0,0
300000,17.0,3.0,0,1,0,0,0,0,0,0,0,1,3.0,1,0,0,0
163000,2.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
170000,9.0,9.0,0,0,0,1,0,0,0,0,0,0,3.0,0,0,0,0
290000,6.0,0.0,1,0,0,0,0,0,1,0,0,0,3.0,0,0,1,0
276000,8.0,3.0,0,1,0,0,0,1,0,0,0,0,3.0,0,0,0,1
207000,13.0,3.0,0,0,0,0,0,0,1,0,0,0,2.0,1,0,0,0
111000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
175000,10.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,1
99000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0
530000,14.0,10.0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,1
440000,16.0,1.0,0,0,0,0,0,1,0,0,0,0,4.0,1,0,0,0
104000,5.0,5.0,1,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
543000,15.0,0.0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,0,0
96000,4.0,4.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1,0
120000,22.0,4.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
140000,2.0,1.0,0,0,1,0,0,0,0,0,0,0,3.0,0,0,0,0
170000,1.0,1.0,1,0,0,0,0,0,1,0,0,0,3.0,0,0,1,0
80000,4.0,4.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
120000,5.0,1.0,0,0,0,0,1,0,0,0,0,0,2.0,0,0,0,1
85000,7.0,1.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
179000,6.0,5.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,1,0
205000,5.0,1.0,0,1,0,0,0,0,1,0,0,0,3.0,0,0,0,1
72000,0.0,0.0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,0,0
405000,6.0,2.0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,1,0
